source_type,source_name,source_url,source_date,company,contact_name,contact_email,contact_phone,building_name,address,city,state,property_type,available_spaces_count,suite,size_sf,rent,availability_notes,image_url,pdf_url,confidence,needs_review,extracted_at
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/10-glenlake-south,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,10 Glenlake South,10 Glenlake Parkway,Atlanta,GA,Office,5,Suite 150,5610,,"Detail page description: Experience 10 Glenlake South, a renovated Class A office tower in Atlanta’s Central Perimeter with modern amenities, lake views and easy access to GA 400 and I-285. Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.",https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/1433863906.c9611cb9a19a9ea55e0ec7c3bf4401cd.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/10-Glenlake-South-Floor-Plans_Suite-150.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/10-glenlake-south,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,10 Glenlake South,10 Glenlake Parkway,Atlanta,GA,Office,5,Suite 345,2600,,"Available now Detail page description: Experience 10 Glenlake South, a renovated Class A office tower in Atlanta’s Central Perimeter with modern amenities, lake views and easy access to GA 400 and I-285. Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.",https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/1433863906.c9611cb9a19a9ea55e0ec7c3bf4401cd.jpg,,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/10-glenlake-south,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,10 Glenlake South,10 Glenlake Parkway,Atlanta,GA,Office,5,Suite 375,3630,,"Available now Virtual tour visible: https://view.ricoh360.com/98ff2717-141f-48ff-b488-111adc6fadb3 Detail page description: Experience 10 Glenlake South, a renovated Class A office tower in Atlanta’s Central Perimeter with modern amenities, lake views and easy access to GA 400 and I-285. Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.",https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/1433863906.c9611cb9a19a9ea55e0ec7c3bf4401cd.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/10-Glenlake-South-Floor-Plans_Suite-375.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/10-glenlake-south,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,10 Glenlake South,10 Glenlake Parkway,Atlanta,GA,Office,5,Suite 900,23937,,"Available now Virtual tour visible: https://view.ricoh360.com/0598a127-c36f-4f7e-9a61-38621a4a0f0e Detail page description: Experience 10 Glenlake South, a renovated Class A office tower in Atlanta’s Central Perimeter with modern amenities, lake views and easy access to GA 400 and I-285. Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.",https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/1433863906.c9611cb9a19a9ea55e0ec7c3bf4401cd.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/10-Glenlake-South-Floor-Plans_Suite-900.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/10-glenlake-south,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,10 Glenlake South,10 Glenlake Parkway,Atlanta,GA,Office,5,Suite 1000,25987,,"Available now Detail page description: Experience 10 Glenlake South, a renovated Class A office tower in Atlanta’s Central Perimeter with modern amenities, lake views and easy access to GA 400 and I-285. Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.",https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/1433863906.c9611cb9a19a9ea55e0ec7c3bf4401cd.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/10-Glenlake-South-Floor-Plans_Suite-1000.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/1825-century-boulevard,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,1825 Century Boulevard,1825 Century Boulevard,Atlanta,GA,Office,,,,,Availability count was not visible on the market page or property is waitlist only. Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/1434468792.701d4af5bb42246b48e3afb0ca357029.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/1825-Century-Blvd-Data-Sheet.pdf,0.9,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/1875-century-boulevard,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,1875 Century Boulevard,1875 Century Boulevard,Atlanta,GA,Office,2,Suite 250,3968,,Available now Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/1495645501.1875-exterior.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/1875-CC-Suite-250-3968-RSF_2025-11-12-202628_duxd.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/1875-century-boulevard,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,1875 Century Boulevard,1875 Century Boulevard,Atlanta,GA,Office,2,Suite 450,8051,,Available now Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/1495645501.1875-exterior.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/1875-CC-Suite-450-8051-RSF.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/2200-century-parkway,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,2200 Century Parkway,2200 Century Parkway,Atlanta,GA,Office,8,Suite 100,4862,,Available now Virtual tour visible: https://view.ricoh360.com/fd4e8013-6df5-4898-b53c-a910204157aa Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/1434572817.92298b3d737bfc11f5d04320025bb305.jpg,,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/2200-century-parkway,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,2200 Century Parkway,2200 Century Parkway,Atlanta,GA,Office,8,Suite 160,1198,,Available now Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/1434572817.92298b3d737bfc11f5d04320025bb305.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/2200-CC-Suite-160-1198-RSF.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/2200-century-parkway,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,2200 Century Parkway,2200 Century Parkway,Atlanta,GA,Office,8,Suite 250,3692,,Available now Virtual tour visible: https://view.ricoh360.com/cbbaa659-81db-4efe-b673-427afd459230 Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/1434572817.92298b3d737bfc11f5d04320025bb305.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/2200-CC-Suite-250-3692-RSF_2025-11-12-193917_vmxn.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/2200-century-parkway,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,2200 Century Parkway,2200 Century Parkway,Atlanta,GA,Office,8,Suite 300,13597,,Available now Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/1434572817.92298b3d737bfc11f5d04320025bb305.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/2200-CC-Suite-300-13597-RSF.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/2200-century-parkway,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,2200 Century Parkway,2200 Century Parkway,Atlanta,GA,Office,8,Suite 410,7305,,Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/1434572817.92298b3d737bfc11f5d04320025bb305.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/2200-CC-Suite-410-7305-RSF.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/2200-century-parkway,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,2200 Century Parkway,2200 Century Parkway,Atlanta,GA,Office,8,Suite 460,4464,,Available now Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/1434572817.92298b3d737bfc11f5d04320025bb305.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/2200-CC-Suite-460-4464-RSF_2025-11-12-193954_kiag.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/2200-century-parkway,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,2200 Century Parkway,2200 Century Parkway,Atlanta,GA,Office,8,Suite 750,7063,,Available now Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/1434572817.92298b3d737bfc11f5d04320025bb305.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/2200-CC-Suite-750-7063-RSF.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/2200-century-parkway,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,2200 Century Parkway,2200 Century Parkway,Atlanta,GA,Office,8,Suite 1000,9230,,Available now Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/1434572817.92298b3d737bfc11f5d04320025bb305.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/2200-CC-Suite-1000-9230-RSF_2026-01-12-152229_hmdn.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/2400-century-parkway,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,2400 Century Parkway,2400 Century Parkway,Atlanta,GA,Office,1,Suite 200,23809,,Available now Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/1434573785.1b81a8c8a6bc93d65904876d450f7884.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/2400-CC-Suite-200-24144-RSF_2025-11-12-202752_bwtw.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/2600-century-parkway,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,2600 Century Parkway,2600 Century Parkway,Atlanta,GA,Office,,,,,Availability count was not visible on the market page or property is waitlist only. Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/1434574064.c2fc5210951579ee7a9c130da0ea3b0b.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/2600-Century-Pkwy-Data-Sheet_2026-05-04-194708_gnny.pdf,0.9,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/2635-century-parkway,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,2635 Century Parkway,2635 Century Parkway,Atlanta,GA,Office,2,Suite 150,1950,,Available now Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/1434633784.dfbf0a527e870933dbba48618e4bdd49.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/2635-CC-Suite-150-1950-SF_2025-11-12-203150_rmcw.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/2635-century-parkway,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,2635 Century Parkway,2635 Century Parkway,Atlanta,GA,Office,2,Suite 275,3645,,Available now Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/1434633784.dfbf0a527e870933dbba48618e4bdd49.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/2635-CC-Suite-275-3645-RSF.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/2800-century-parkway,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,2800 Century Parkway,2800 Century Parkway,Atlanta,GA,Office,3,Suite 225,2400,,Available now Virtual tour visible: https://view.ricoh360.com/be452a1a-e002-4681-98fc-db66a6251e4e Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/1443209590.2800-century-center_ext-2012_07_120-dpi.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/2800-CC-Suite-225-2400-RSF.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/2800-century-parkway,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,2800 Century Parkway,2800 Century Parkway,Atlanta,GA,Office,3,Suite 250,3892,,Available now Virtual tour visible: https://view.ricoh360.com/4d3490eb-3391-4cee-b538-2c9b0ac1240b Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/1443209590.2800-century-center_ext-2012_07_120-dpi.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/2800-CC-Suite-250-3892-RSF_2025-11-12-203537_ndtn.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/2800-century-parkway,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,2800 Century Parkway,2800 Century Parkway,Atlanta,GA,Office,3,Suite 625,5278,,Available now Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/1443209590.2800-century-center_ext-2012_07_120-dpi.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/2800-CC-Suite-625-5278-RSF_2025-11-12-203608_cits.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/2827-peachtree,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,2827 Peachtree,"2827 Peachtree Road Northeast, Buckhead",Atlanta,GA,Office,1,Suite 350,8551,,"Available now Virtual tour visible: https://view.ricoh360.com/ca6a2192-b514-4049-ad6f-f6e603c10329 Detail page description: Discover prestigious office space at 2827 Peachtree in Atlanta&#039;s Buckhead district. Offering modern amenities, strategic location, and a professional environment for businesses seeking an upscale commercial address in Atlanta&#039;s premier business hub. Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.",https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/JandDimages-1012823-2006.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/2827-Suite-350-8551-RSF_2025-11-12-203400_kdby.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/century-plaza-i,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,Century Plaza I,2987 Clairmont Road,Atlanta,GA,Office,9,Suite 105,1266,,Available now Virtual tour visible: https://view.ricoh360.com/8425ee7e-9fe2-4c6e-836e-0512a5f871d7 Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/Century-Plaza-I_Ext_FGerlich_2016_01_Glory-Shot.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/Plaza-I-Suite-105-1579-RSF_2025-11-12-204137_rwba.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/century-plaza-i,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,Century Plaza I,2987 Clairmont Road,Atlanta,GA,Office,9,Suite 225,1527,,Available now Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/Century-Plaza-I_Ext_FGerlich_2016_01_Glory-Shot.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/Plaza-I-Suite-225-1527-RSF_2025-11-12-204236_firl.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/century-plaza-i,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,Century Plaza I,2987 Clairmont Road,Atlanta,GA,Office,9,Suite 230,2715,,Available now Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/Century-Plaza-I_Ext_FGerlich_2016_01_Glory-Shot.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/Plaza-I-Suite-230-2715-RSF_2025-11-12-204304_stqf.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/century-plaza-i,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,Century Plaza I,2987 Clairmont Road,Atlanta,GA,Office,9,Suite 300,11936,,Available now Virtual tour visible: https://view.ricoh360.com/5493ac6e-61f9-4017-b767-6f7985fd747f Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/Century-Plaza-I_Ext_FGerlich_2016_01_Glory-Shot.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/Plaza-I-Suite-300-11936-RSF_2025-11-12-204334_hwfk.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/century-plaza-i,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,Century Plaza I,2987 Clairmont Road,Atlanta,GA,Office,9,Suite 325,3510,,Available now Virtual tour visible: https://view.ricoh360.com/7689614d-ab41-4a60-ab58-3af3b77898f1 Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/Century-Plaza-I_Ext_FGerlich_2016_01_Glory-Shot.jpg,,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/century-plaza-i,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,Century Plaza I,2987 Clairmont Road,Atlanta,GA,Office,9,Suite 330,1475,,Available now Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/Century-Plaza-I_Ext_FGerlich_2016_01_Glory-Shot.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/CP1_Suite-330_1402-rsf.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/century-plaza-i,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,Century Plaza I,2987 Clairmont Road,Atlanta,GA,Office,9,Suite 445,627,,Available now Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/Century-Plaza-I_Ext_FGerlich_2016_01_Glory-Shot.jpg,,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/century-plaza-i,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,Century Plaza I,2987 Clairmont Road,Atlanta,GA,Office,9,Suite 450,6032,,Available now Virtual tour visible: https://view.ricoh360.com/36a3ee13-8a80-4776-9baf-93965c8903c8 Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/Century-Plaza-I_Ext_FGerlich_2016_01_Glory-Shot.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/Plaza-I-Suite-450-6032-RSF_2025-11-12-204433_ywbh.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/century-plaza-i,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,Century Plaza I,2987 Clairmont Road,Atlanta,GA,Office,9,Suite 500,17129,,Available now Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/Century-Plaza-I_Ext_FGerlich_2016_01_Glory-Shot.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/Plaza-I-Suite-500-17129-RSF_2025-11-12-204506_hedz.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/century-plaza-ii,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,Century Plaza II,2957 Clairmont Road,Atlanta,GA,Office,7,Suite 120/130,3512,,Available now Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/1434639739.bb21197823bd5b136d8773edd7cb8c56.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/Century-Plaza-II-Suites-120-130-3512-RSF_2025-11-12-203719_awwv.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
